residence,variable,estimate,lci,uci,type,est_ci,n,stratification,strata
Rural,htn_screened,73.6,73.1,74,Proportion,"73.6 (73.1, 74)",321638,,NA
Rural,htn_diagnosed,37.8,37.2,38.4,Proportion,"37.8 (37.2, 38.4)",321638,,NA
Urban,htn_screened,82,81.3,82.7,Proportion,"82 (81.3, 82.7)",119878,,NA
Urban,htn_diagnosed,41.9,41,42.8,Proportion,"41.9 (41, 42.8)",119878,,NA
Rural,htn_screened,80.4,79.9,80.9,Proportion,"80.4 (79.9, 80.9)",165688,sex,Female
Rural,htn_diagnosed,45.8,45.1,46.6,Proportion,"45.8 (45.1, 46.6)",165688,sex,Female
Rural,htn_screened,65.4,64.9,66,Proportion,"65.4 (64.9, 66)",155950,sex,Male
Rural,htn_diagnosed,28.1,27.5,28.7,Proportion,"28.1 (27.5, 28.7)",155950,sex,Male
Urban,htn_screened,87.7,87,88.5,Proportion,"87.7 (87, 88.5)",60667,sex,Female
Urban,htn_diagnosed,50.2,49.1,51.3,Proportion,"50.2 (49.1, 51.3)",60667,sex,Female
Urban,htn_screened,76.4,75.5,77.3,Proportion,"76.4 (75.5, 77.3)",59211,sex,Male
Urban,htn_diagnosed,33.7,32.8,34.6,Proportion,"33.7 (32.8, 34.6)",59211,sex,Male
Rural,htn_screened,70.7,70.1,71.4,Proportion,"70.7 (70.1, 71.4)",82119,age_category,18-39
Rural,htn_diagnosed,36,35.1,36.9,Proportion,"36 (35.1, 36.9)",82119,age_category,18-39
Rural,htn_screened,76,75.6,76.4,Proportion,"76 (75.6, 76.4)",168940,age_category,40-64
Rural,htn_diagnosed,38.1,37.6,38.6,Proportion,"38.1 (37.6, 38.6)",168940,age_category,40-64
Rural,htn_screened,80,79.4,80.5,Proportion,"80 (79.4, 80.5)",70579,age_category,65 plus
Rural,htn_diagnosed,46.2,45.5,46.8,Proportion,"46.2 (45.5, 46.8)",70579,age_category,65 plus
Urban,htn_screened,74,72.8,75.2,Proportion,"74 (72.8, 75.2)",29702,age_category,18-39
Urban,htn_diagnosed,31.3,29.9,32.8,Proportion,"31.3 (29.9, 32.8)",29702,age_category,18-39
Urban,htn_screened,86.6,86,87.2,Proportion,"86.6 (86, 87.2)",65607,age_category,40-64
Urban,htn_diagnosed,46.1,45.3,46.9,Proportion,"46.1 (45.3, 46.9)",65607,age_category,40-64
Urban,htn_screened,91.7,91.1,92.4,Proportion,"91.7 (91.1, 92.4)",24569,age_category,65 plus
Urban,htn_diagnosed,60.7,59.5,61.9,Proportion,"60.7 (59.5, 61.9)",24569,age_category,65 plus
Rural,htn_screened,76,75.1,76.9,Proportion,"76 (75.1, 76.9)",21519,education,Higher
Rural,htn_diagnosed,38.6,37.5,39.8,Proportion,"38.6 (37.5, 39.8)",21519,education,Higher
